street,city,state,postal_code,latitude,longitude
430 W Hanley Ave,Coeur d'Alene,ID,83815,47.7298,-116.7924
143 Thain Road,Lewiston,ID,83501,46.389,-116.9877
477100 N Highway 95,Ponderay,ID,83852,48.31009709,-116.546643
3760 E Seltice Way,Post Falls,ID,83854,47.7097,-116.8968
201 E Superior St,Sandpoint,ID,83864,48.270966,-116.544666
